1,2,3,4,5
8.887505585,9.245277702,24.18248466,38.11053806,41.14214584
6.031598851,5.510711581,38.32412334,41.40117873,29.66746259
34.97992308,32.45574361,106.1725103,121.4722418,184.3808055
12.43381822,11.96588748,11.86709593,63.75045648,87.27307167
64.45812573,851.1495398,154.1880093,165.9597583,76.76451329
0.876096102,22.74302526,32.37362895,62.91701466,49.16340597
8.14346301,8.297674996,35.77573852,0,354.6016891
30.67095511,29.82824721,30.06895546,391.2327756,390.4007899
22.02066815,1285.850122,138.3967899,316.1960914,127.7213464
10.1684504,9.029486175,9.287859037,41.25628003,51.23222225
7.151894092,16.37722758,8.87433105,165.7102519,61.22272557
59.8118518,116.7569086,151.2312762,133.1832548,67.46329236
16.51127727,16.39075248,16.58953722,92.80786025,104.8504347
14.63770347,24.98801764,13.90507327,0,114.3888165
19.77196146,34.64142164,30.70502074,24.55274382,45.30183359
129.2199609,57.58087762,57.35314037,137.1486533,134.9916469
25.29879766,6.793123806,16.10630028,33.23138065,99.23196692
17.11532518,8.548415077,8.590446183,61.23917057,103.317694
8.835278188,8.724057026,8.773285695,0,55.5863096
31.34592404,30.84092945,23.37750715,45.88528207,62.27742549
10.89213586,10.72139201,10.64186886,78.09535427,89.15213878
19.29597262,16.35602104,16.12481156,232.3905027,233.8624367
15.28328597,13.07750674,13.17807922,46.76504038,89.7020303
49.8527047,54.92589529,55.17498479,78.27091393,98.15926232
9.191581488,10.83948155,10.64125737,43.25928832,71.31922961
66.40637906,67.89378043,74.41716568,77.23511365,76.51014281
10.13124928,51.04233045,49.81869357,52.72389008,37.6275934
13.59791122,31.7684657,13.28135829,35.38901872,33.1219543
19.59379489,70.63107041,65.29258506,71.57758481,4109.253282
63.68555032,74.08026163,64.14565943,0,172.0599438
30.36031482,55.04052292,61.04950434,60.6418171,55.11115046
21.5418975,21.17257137,78.96776784,0,91.69612401
25.0365162,8.032547688,40.92102482,0,0
32.66586352,3.336867114,3.342632881,53.84696386,77.56485251
10.10967017,26.32282635,26.39987041,67.40975471,270.5057607
10.68774832,9.641519956,17997.896,0,47.36551814
9.660182514,10.15694291,10.38593533,0,0
23.91028344,25.33221131,25.0837308,68.52978284,82.50334869
36.6723853,44.51258639,47.40156041,49.65201533,47.39320996
7.462892372,241.8349956,235.5563437,232.8364828,166.4892674
2.053656839,0.009241339,0.22184215,41.23136121,0
4.374421398,31.52138065,20.90064632,40.03419877,57.0555165
14.83193674,11.75642708,11.93201012,50.45682134,142.3515873
2.804432654,15.78717728,15.96369952,49.27298771,61.56589472
36.92625932,36.59245263,30.01828287,47.59724133,55.18226218
28.46811284,28.82568945,28.47693095,0,424.6593626
13.26567001,1685.923029,12.25752963,0,0
3.324128832,4.117118276,59.48717152,84.34614029,94.45980883
11.46428016,13.5723392,51.60468637,0,80.37673252
27.08089864,154.8040141,153.7037545,155.6453206,155.7183909
48.08550384,8.868379465,1313.002418,1321.858279,1382.029973
1.505233699,1.712910232,1.43289081,0,48.20893724
26.7216343,83.77085727,72.51518273,184.3820692,161.6741727
15.0991912,115.777848,2.376940628,119.7693127,52.72200454
30.92385053,66.17479297,65.90321909,0,102.3212852
18.36355408,18.15012101,18.29502946,112.4226496,106.5512815
3.249393674,56.3604889,3.455037818,149.1673068,88.78550262
11.21321826,11.40310925,11.4939313,53.39843983,33.72449591
28.85103296,28.28641992,81.98704872,258.0399143,71.95138948
18.89818999,17.3874732,28.92022153,45.11243514,0
34.21588628,58.61589591,48.15447405,57.38131457,67.3170357
95.99598472,95.26937299,95.38150331,25.14552655,28.68885837
21.90671246,4653.814838,24.89537668,62.22823905,46.0583444
10.08083783,10.61016195,4203.328043,0,40.37355694
77.10368291,14.68131355,8.191409046,22.26877276,29.85610865
61.95480746,66.35299842,72.37923042,0,79.21782862
36.28700778,94.46529774,136.3766695,92.27794957,120.3064227
10.26954586,5.956093018,6.040035453,0,0
110.6349798,111.295313,111.2534674,235.6312698,353.8810957
5.681670333,8.118520289,8.441358986,62.54633551,139.9981488
15.30683632,4.559184411,4.391277313,0,100.2542298
54.68674475,52.99161786,52.44372033,0,146.602361
12.81458522,12.61293799,223.0655235,0,0
20.69751891,17.03416214,17.29491224,55.5300258,158.709141
4.312964137,0.028913159,0.311454419,56.03785567,94.71454176
20.09815606,19.90617124,19.63617132,194.0948328,205.710639
47.88645936,47.74851445,47.73660604,80.62819191,175.5313127
107.2598943,107.560993,107.4148306,200.8339983,103.1985836
6.922357805,237.8751399,6.699378722,246.4729137,270.7271095
22.54641012,25.78881167,85.29169684,103.1731283,173.5235459
45.48676869,27.68967493,27.41280659,73.02868501,63.68988342
68.52918595,42.05197288,78.25028122,97.3893531,108.9334495
0.092419631,0.035542896,3639.310523,136.7350946,137.2439902
9.510384323,9.234923987,9.238370405,35.13160017,187.380234
49.46736294,6.317835558,6.239631807,174.2681172,174.2281807
26.71714965,24.00512253,346.8369191,425.383723,469.166844
42.03607429,113.7138348,21.20273486,123.1376298,123.8436384
29.34314455,67.06799388,5782.010735,77.22751905,102.7864065
4.503281757,0.252848013,0.132286083,2827.237745,2884.000083
95.08953837,149.2092979,566.5978542,0,556.6235314
37.1777971,50.69757975,1478.020631,99.57647469,81.07219807
8.495568355,202.1558991,8.424524151,117.6612504,49.48398554
42.2761045,42.17300929,109.5329759,0,119.227081
7.665216017,7.734921465,151.7078661,131.1980675,106.5592878
35.20440244,1948.931011,18572.45477,79.3668508,96.78997145
15.33490593,15.34915311,15.41091714,52.57162019,105.8294888
148.6844815,149.0123238,156.4341655,0,0
16.29846156,16.32034398,16.48804179,72.59525237,122.7583004
130.0033799,130.5676099,130.9048827,95.37467312,103.0538485
12.06492147,786.0376109,137.6312218,0,37564.90487
105.3100573,86.83777229,79.97428911,93.64500293,95.48998975
58.17107338,64.28747042,5242.885978,0,747.9677411
57.38917858,259.4533908,57.48117449,225.70557,79.73697069
10.1333065,36.62245556,29.54004399,43.10326655,44.28614809
16.03115083,21.51250495,21.28946292,46.04782181,46.26016406
10.14606041,10.03168217,9.94478786,127.7347245,166.115807
18.26975472,18.55152398,1665.414161,0,0
5.500864482,5.950480215,5.716975602,229.380988,180.2156724
23.63217382,5.657230492,5.845383996,67.99887602,79.23479229
16.813688,16.33739045,16.27197334,0,54.22229105
30.96481912,4.710081203,4.962539663,515.9925878,536.1925868
3.945928199,3.433151997,3.509403617,0,58.13295708
3.526323168,4.780685477,97.53300317,38.54849555,97.5617792
8.518079161,7.052718372,1070.600048,0,94.11095328
8.680961012,24.83091345,112.2073373,39.51226896,48.00832589
27.63356548,6.034564586,6.265249294,39.45954095,61.51923841
35.94473234,2.075456488,1.991011609,108.8175017,106.8257079
78.25233783,6.37668803,58.27327849,0,2675.163479
51.17397995,427.4847507,423.4866582,0,427.7853704
86.93287084,145.1955964,335.1785623,331.3040232,227.5197864
233.1811184,85.90066452,85.88452246,0,0
116.3740408,79.10195934,79.35575935,157.7397274,251.0098359
9.667588025,20.86970813,21.06737676,106.6383323,99.79891236
